"idsite","idvisitor","server_time","idvisit","idorder","idaction_sku","idaction_name","idaction_category","idaction_category2","idaction_category3","idaction_category4","idaction_category5","price","quantity","deleted"
2,0xe4002ba0f2c2dd70,"2023-10-22 04:18:38",63,"2023-10-22-sfg1037nsjusu4s3894",205,220,207,0,0,0,0,10.0,1,1
2,0xe4002ba0f2c2dd70,"2023-10-22 04:18:38",63,"2023-10-22-sfg1037nsjusu4s3894",212,213,207,0,0,0,0,130.0,1,0
2,0xe4002ba0f2c2dd70,"2023-10-22 04:18:38",63,"2023-10-22-sfg1037nsjusu4s3894",214,215,0,0,0,0,0,500.11,1,1
2,0xe4002ba0f2c2dd70,"2023-10-22 04:18:38",63,"2023-10-22-sfg1037nsjusu4s3894",217,218,219,0,0,0,0,1000.0,2,1
2,0x93d5d438d1c06c9f,"2023-10-22 04:18:38",64,"2023-10-22-76677",221,222,223,0,0,0,0,100.0,2,0
2,0xc9b0e3e9a027cc1b,"2023-10-22 02:07:09",270,"0",657,658,659,0,0,0,0,3.9,1,1
2,0x78c4dcb961fc07cb,"2023-10-22 08:39:55",273,"0",660,661,662,0,0,0,0,28.0,2,0
2,0x78c4dcb961fc07cb,"2023-10-22 08:39:55",273,"0",663,664,665,0,0,0,0,6.5,1,0
2,0xbed7ec78916310ba,"2023-10-22 08:43:02",274,"0",666,667,668,0,0,0,0,25.0,1,0
2,0x1997803a9fba660d,"2023-10-22 09:16:45",275,"0",669,670,659,0,0,0,0,2.5,13,0
2,0x4f46e71e2d0ca29c,"2023-10-22 09:11:41",276,"0",666,671,668,0,0,0,0,25.0,1,0
2,0xeb872a827d7a20a1,"2023-10-22 09:25:49",277,"0",663,664,665,0,0,0,0,6.5,1,0
2,0xeb872a827d7a20a1,"2023-10-22 09:25:49",277,"0",672,673,668,0,0,0,0,36.0,1,0
2,0xeb872a827d7a20a1,"2023-10-22 09:25:49",277,"0",674,675,662,0,0,0,0,12.5,1,0
2,0x78c4dcb961fc07cb,"2023-10-22 09:46:10",278,"0",660,661,662,0,0,0,0,28.0,2,0
2,0x9b0128083ea8e329,"2023-10-22 09:57:24",279,"0",676,677,678,0,0,0,0,29.5,1,0
2,0x9b0128083ea8e329,"2023-10-22 09:57:24",279,"0",679,680,681,0,0,0,0,13.0,1,0
2,0x3ebe8ebe6580b7e9,"2023-10-22 10:02:23",280,"0",682,683,668,0,0,0,0,19.0,1,0
2,0x3ebe8ebe6580b7e9,"2023-10-22 10:02:23",280,"0",684,685,662,0,0,0,0,12.5,1,0
2,0x3b2f3075cbeb739d,"2023-10-22 10:21:50",281,"0",686,687,688,0,0,0,0,25.0,1,0
2,0xa2d279d76ef36026,"2023-10-22 10:17:52",282,"0",686,687,688,0,0,0,0,25.0,1,0
2,0x4456c2406efe30ff,"2023-10-22 11:02:08",283,"0",663,664,665,0,0,0,0,6.5,1,0
2,0x4456c2406efe30ff,"2023-10-22 11:02:08",283,"0",674,675,662,0,0,0,0,12.5,1,0
2,0x4456c2406efe30ff,"2023-10-22 11:02:08",283,"0",689,690,691,0,0,0,0,14.0,1,0
2,0x26071cdae20124e0,"2023-10-22 11:11:42",284,"0",682,692,693,0,0,0,0,19.0,1,0
2,0x26071cdae20124e0,"2023-10-22 11:11:42",284,"0",694,695,662,0,0,0,0,12.5,1,0
2,0xb5fde4f58e83302b,"2023-10-22 12:22:34",285,"0",696,697,698,0,0,0,0,39.0,2,0
2,0xf197905f9bd269e8,"2023-10-22 12:22:08",286,"0",699,700,701,0,0,0,0,30.0,2,0
2,0xfc81c3a7377fbc6d,"2023-10-22 12:41:20",287,"0",702,703,704,0,0,0,0,16.0,1,0
2,0xfc81c3a7377fbc6d,"2023-10-22 12:41:20",287,"0",705,706,704,0,0,0,0,10.5,1,0
2,0x6d33aa8db71d34aa,"2023-10-22 13:02:55",288,"0",666,667,668,0,0,0,0,50.0,2,0
2,0x24717fc8bf9a1916,"2023-10-22 12:51:38",289,"0",707,708,709,0,0,0,0,4.5,1,0
2,0xc4eae832e3e7b170,"2023-10-22 12:54:38",290,"0",666,667,668,0,0,0,0,25.0,1,0
2,0xc4eae832e3e7b170,"2023-10-22 12:54:38",290,"0",684,685,662,0,0,0,0,12.5,1,0
2,0xc26175bc0f1d6a55,"2023-10-22 13:36:06",291,"0",710,711,665,0,0,0,0,12.0,1,0
2,0xc26175bc0f1d6a55,"2023-10-22 13:36:06",291,"0",712,713,691,0,0,0,0,23.9,1,0
2,0xc26175bc0f1d6a55,"2023-10-22 13:36:06",291,"0",720,721,722,0,0,0,0,1.9,1,0
2,0x577790d30109d357,"2023-10-22 13:19:56",292,"0",714,715,716,0,0,0,0,7.0,1,0
2,0x577790d30109d357,"2023-10-22 13:19:56",292,"0",717,718,719,0,0,0,0,7.0,2,0
2,0x5bced745e474b975,"2023-10-22 13:36:02",293,"0",723,724,725,0,0,0,0,22.0,1,0
2,0x7ee7ae097257bad6,"2023-10-22 13:49:33",294,"0",682,692,693,0,0,0,0,19.0,1,0
2,0x7ee7ae097257bad6,"2023-10-22 13:49:33",294,"0",684,726,662,0,0,0,0,12.5,1,0
2,0x437c33907196287e,"2023-10-22 13:52:38",295,"0",727,728,701,0,0,0,0,25.0,1,0
2,0x577790d30109d357,"2023-10-22 14:13:55",296,"0",707,708,709,0,0,0,0,22.5,5,1
2,0x577790d30109d357,"2023-10-22 14:13:55",296,"0",714,715,716,0,0,0,0,7.0,1,0
2,0x577790d30109d357,"2023-10-22 14:13:55",296,"0",717,718,719,0,0,0,0,3.5,1,0
2,0x577790d30109d357,"2023-10-22 14:13:55",296,"0",729,730,731,0,0,0,0,24.0,3,0
2,0x0717fcde57bf800e,"2023-10-22 14:00:40",297,"0",732,733,734,0,0,0,0,24.0,1,0
2,0x0717fcde57bf800e,"2023-10-22 14:00:40",297,"0",735,736,704,0,0,0,0,12.0,1,0
2,0xb56ae453256093c5,"2023-10-22 14:22:07",298,"0",737,738,739,0,0,0,0,4.0,1,0
2,0xb56ae453256093c5,"2023-10-22 14:22:07",298,"0",740,741,742,0,0,0,0,11.5,1,0
2,0xb56ae453256093c5,"2023-10-22 14:22:07",298,"0",743,744,745,0,0,0,0,15.0,1,0
2,0x5688ac4f63f21ef0,"2023-10-22 14:34:07",299,"0",689,690,691,0,0,0,0,14.0,1,0
2,0x5688ac4f63f21ef0,"2023-10-22 14:34:07",299,"0",746,747,748,0,0,0,0,3.5,1,1
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",674,675,662,0,0,0,0,25.0,2,0
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",717,718,719,0,0,0,0,10.5,3,0
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",749,750,751,0,0,0,0,110.0,1,0
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",752,753,709,0,0,0,0,3.0,1,0
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",754,755,756,0,0,0,0,30.0,4,0
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",757,758,759,0,0,0,0,18.0,1,0
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",760,761,759,0,0,0,0,5.0,1,0
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",763,764,704,0,0,0,0,18.0,1,0
2,0xe4c7d72eaa42e18b,"2023-10-22 15:28:29",300,"0",765,766,691,0,0,0,0,26.0,1,0
2,0xdcc2581b8fcc7d22,"2023-10-22 15:22:20",301,"0",767,768,769,0,0,0,0,8.0,1,0
2,0xdcc2581b8fcc7d22,"2023-10-22 15:22:20",301,"0",770,771,731,0,0,0,0,7.0,1,0
2,0xdcc2581b8fcc7d22,"2023-10-22 15:22:20",301,"0",772,773,774,0,0,0,0,25.0,1,0
2,0xb986db7f208ad3ed,"2023-10-22 15:27:00",302,"0",775,776,777,0,0,0,0,7.1,1,1
2,0xb986db7f208ad3ed,"2023-10-22 15:27:00",302,"0",778,779,777,0,0,0,0,7.0,1,0
2,0xf7b00f55001e0ab5,"2023-10-22 15:34:47",303,"0",663,664,665,0,0,0,0,6.5,1,0
2,0xf7b00f55001e0ab5,"2023-10-22 15:34:47",303,"0",684,685,662,0,0,0,0,12.5,1,0
2,0xf7b00f55001e0ab5,"2023-10-22 15:34:47",303,"0",781,782,691,0,0,0,0,14.0,1,0
2,0xf7b00f55001e0ab5,"2023-10-22 15:34:47",303,"0",783,784,785,0,0,0,0,7.0,1,0
2,0x6165307567e88d67,"2023-10-22 15:49:23",304,"0",666,667,668,0,0,0,0,25.0,1,1
2,0x6165307567e88d67,"2023-10-22 15:49:23",304,"0",786,787,662,0,0,0,0,9.0,1,1
2,0xa4acc17d5a2651a2,"2023-10-22 15:41:23",305,"0",682,683,668,0,0,0,0,19.0,1,0
2,0xa4acc17d5a2651a2,"2023-10-22 15:41:23",305,"0",684,685,668,0,0,0,0,25.0,2,0
2,0xdeac7f30095badae,"2023-10-22 15:54:30",306,"0",788,789,790,0,0,0,0,4.0,1,0
2,0xaf3692d5520d1222,"2023-10-22 15:47:20",307,"0",791,792,793,0,0,0,0,16.0,1,0
2,0xaf3692d5520d1222,"2023-10-22 15:47:20",307,"0",794,795,716,0,0,0,0,17.0,1,0
2,0x4456c2406efe30ff,"2023-10-22 16:10:59",308,"0",663,664,665,0,0,0,0,6.5,1,0
2,0x4456c2406efe30ff,"2023-10-22 16:10:59",308,"0",674,675,662,0,0,0,0,12.5,1,0
2,0x4456c2406efe30ff,"2023-10-22 16:10:59",308,"0",689,690,691,0,0,0,0,14.0,1,0
2,0x4456c2406efe30ff,"2023-10-22 16:10:59",308,"0",796,797,688,0,0,0,0,21.0,1,1
2,0x4331d4ded9527710,"2023-10-22 16:30:58",309,"0",682,683,668,0,0,0,0,19.0,1,0
2,0x4331d4ded9527710,"2023-10-22 16:30:58",309,"0",684,685,668,0,0,0,0,12.5,1,0
2,0xeb0596f4ea799fa1,"2023-10-22 17:00:55",310,"0",710,711,665,0,0,0,0,12.0,1,0
2,0x145a5341f8b06143,"2023-10-22 16:53:13",311,"0",798,799,800,0,0,0,0,14.0,1,0
2,0x493d4a562be32b0c,"2023-10-22 17:03:21",312,"0",801,802,759,0,0,0,0,22.5,1,0
2,0xdee1fecc68986181,"2023-10-22 17:15:32",313,"0",803,804,805,0,0,0,0,5.4,1,0
2,0x461432a321251f37,"2023-10-22 17:22:54",314,"0",682,683,668,0,0,0,0,19.0,1,0
2,0x828f96aff1a89c42,"2023-10-22 18:07:47",315,"0",806,807,808,0,0,0,0,8.0,1,1
2,0x828f96aff1a89c42,"2023-10-22 18:07:47",315,"0",809,810,808,0,0,0,0,21.0,2,0
2,0xbbee1f413500ce45,"2023-10-22 18:38:03",316,"0",682,683,668,0,0,0,0,19.0,1,0
2,0xbbee1f413500ce45,"2023-10-22 18:38:03",316,"0",684,685,668,0,0,0,0,12.5,1,0
2,0x698a55d0ab1458d6,"2023-10-22 18:49:52",317,"0",663,664,665,0,0,0,0,6.5,1,0
2,0x698a55d0ab1458d6,"2023-10-22 18:49:52",317,"0",674,675,662,0,0,0,0,12.5,1,0
2,0x698a55d0ab1458d6,"2023-10-22 18:49:52",317,"0",689,690,691,0,0,0,0,14.0,1,0
2,0x47c2b0da325d2d06,"2023-10-22 19:00:16",319,"0",811,812,745,0,0,0,0,25.8,1,0
2,0x4456c2406efe30ff,"2023-10-22 19:06:01",320,"0",663,664,665,0,0,0,0,6.5,1,0
2,0x4456c2406efe30ff,"2023-10-22 19:06:01",320,"0",674,675,662,0,0,0,0,12.5,1,0
2,0x4456c2406efe30ff,"2023-10-22 19:06:01",320,"0",689,690,691,0,0,0,0,14.0,1,0
2,0xb0c1151d20587513,"2023-10-22 19:26:35",321,"0",798,799,800,0,0,0,0,14.0,1,0
2,0x267a73b0e4825464,"2023-10-22 21:07:38",324,"0",666,667,668,0,0,0,0,25.0,1,0
2,0x267a73b0e4825464,"2023-10-22 21:07:38",324,"0",786,787,668,0,0,0,0,9.0,1,0
2,0xd63490a862870ef2,"2023-10-22 21:14:06",325,"0",813,814,769,0,0,0,0,6.5,1,0
2,0x1caa6ef6086b04f2,"2023-10-22 21:21:12",326,"0",815,816,665,0,0,0,0,6.0,2,0
2,0x45f6908514085522,"2023-10-22 21:31:12",328,"0",684,685,662,0,0,0,0,12.5,1,0
2,0x45f6908514085522,"2023-10-22 21:31:12",328,"0",817,818,668,0,0,0,0,39.0,1,0
2,0xddabf5a88eeb4d55,"2023-10-22 21:44:25",329,"0",798,799,800,0,0,0,0,14.0,1,0
2,0x1718a4e589108a69,"2023-10-22 22:32:01",332,"0",819,820,742,0,0,0,0,27.5,1,0
2,0xe91f7a7bf4094856,"2023-10-22 23:06:33",333,"0",821,822,725,0,0,0,0,32.0,1,0
2,0x581a76588b2f1e1e,"2023-10-22 23:45:29",344,"0",849,850,851,0,0,0,0,15.0,1,0
2,0x581a76588b2f1e1e,"2023-10-22 23:45:29",344,"0",856,857,858,0,0,0,0,10.0,1,0
2,0x3576326382687e8d,"2023-10-23 03:05:05",349,"0",889,142,78,0,0,0,0,18.0,4,0
2,0xa9d762b5c7264350,"2023-10-23 03:03:49",355,"0",143,164,36,38,140,35,37,85.0,1,0
2,0xa9d762b5c7264350,"2023-10-23 13:06:03",356,"88234",165,142,141,0,0,0,0,47.0,1,0
2,0x8a0a3c5f4e051ec2,"2023-10-23 05:25:59",379,"0",117,164,140,78,38,141,36,73.0,3,0
2,0x8a0a3c5f4e051ec2,"2023-10-23 12:24:18",380,"0",80,79,35,37,36,0,0,69.0,4,0
2,0x8a0a3c5f4e051ec2,"2023-10-23 21:34:18",381,"2423",80,142,78,140,37,35,141,29.0,3,0
2,0x8a0a3c5f4e051ec2,"2023-10-23 08:48:37",382,"64343",179,34,140,38,78,35,0,77.0,3,0
2,0x7fa0ea917e190ae9,"2023-10-23 01:19:07",393,"0",193,164,140,78,37,38,141,33.0,3,0
2,0x3b3c1486ab2da8cd,"2023-10-23 11:01:47",394,"0",934,164,38,140,36,37,0,3.0,4,0
2,0x3b3c1486ab2da8cd,"2023-10-23 13:56:10",404,"0",889,75,140,36,78,0,0,57.0,3,0
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-1037nsjusu4s3894",212,213,207,0,0,0,0,10.0,1,0
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-666",205,220,207,0,0,0,0,10.0,1,1
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-666",214,215,0,0,0,0,0,500.11,1,1
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-666",217,218,219,0,0,0,0,1000.0,2,1
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-666",221,222,223,0,0,0,0,100.0,2,0
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-937nsjusu 3894",205,206,207,0,0,0,0,500.0,2,0
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-937nsjusu 3894",208,209,0,0,0,0,0,5.0,20,1
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-937nsjusu 3894",210,211,0,0,0,0,0,100.0,6,0
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-s1037nsjusu4s3894",212,213,207,0,0,0,0,15.0,10,0
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-sfg1037nsjusu4s3894",205,220,207,0,0,0,0,10.0,1,1
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-sfg1037nsjusu4s3894",212,213,207,0,0,0,0,130.0,1,0
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-sfg1037nsjusu4s3894",214,215,0,0,0,0,0,500.11,1,1
2,0xe4002ba0f2c2dd70,"2023-10-23 04:18:38",406,"2023-10-23-sfg1037nsjusu4s3894",217,218,219,0,0,0,0,1000.0,2,1
2,0x93d5d438d1c06c9f,"2023-10-23 04:18:38",407,"2023-10-23-76677",221,222,223,0,0,0,0,100.0,2,0
2,0xb027e25f4f4e5443,"2023-10-23 00:50:23",610,"0",1081,1082,722,0,0,0,0,253.5,39,0
2,0xcf71d030f3d708be,"2023-10-23 06:34:05",632,"0",1150,1151,1152,0,0,0,0,50.0,5,0
2,0x989380a7b08367e6,"2023-10-23 06:45:39",633,"0",666,667,668,0,0,0,0,25.0,1,0
2,0xd3c194ccdd6fceb5,"2023-10-23 07:07:25",634,"0",1153,1154,1155,0,0,0,0,29.0,1,0
2,0xabd4c102c3d8be53,"2023-10-23 08:17:05",635,"0",1156,1157,1158,0,0,0,0,4.5,5,0
2,0xabd4c102c3d8be53,"2023-10-23 08:17:05",635,"0",1159,1160,1158,0,0,0,0,5.55,1,1
2,0x5a672dbc44743a5e,"2023-10-23 08:54:45",637,"0",1161,1162,1163,0,0,0,0,10.0,2,0
2,0x856980031bc3f480,"2023-10-23 09:02:35",638,"0",1164,1165,1166,0,0,0,0,9.0,1,0
2,0x856980031bc3f480,"2023-10-23 09:02:35",638,"0",1167,1168,1169,0,0,0,0,1.5,5,0
2,0x458a4764c66441c5,"2023-10-23 09:18:10",639,"0",778,779,1170,0,0,0,0,7.0,1,0
2,0xe96a2edfb11cc24c,"2023-10-23 10:31:45",643,"0",1171,1172,1173,0,0,0,0,25.8,2,0
2,0x3f9859a11a8bca64,"2023-10-23 10:54:40",644,"0",663,664,665,0,0,0,0,6.5,1,0
2,0x3f9859a11a8bca64,"2023-10-23 10:54:40",644,"0",1174,1175,1176,0,0,0,0,30.0,1,0
2,0x3f9859a11a8bca64,"2023-10-23 10:54:40",644,"0",1184,1185,662,0,0,0,0,12.5,1,0
2,0xcbc7b6579fd92d54,"2023-10-23 11:01:34",645,"0",1171,1172,1179,0,0,0,0,12.9,2,0
2,0xcbc7b6579fd92d54,"2023-10-23 11:01:34",645,"0",1177,1178,1179,0,0,0,0,9.5,2,0
2,0xcbc7b6579fd92d54,"2023-10-23 11:01:34",645,"0",1180,1181,1179,0,0,0,0,10.0,2,0
2,0xcbc7b6579fd92d54,"2023-10-23 11:01:34",645,"0",1182,1183,1179,0,0,0,0,9.0,4,1
2,0xcbc7b6579fd92d54,"2023-10-23 11:01:34",645,"0",1186,1187,1188,0,0,0,0,42.0,1,0
2,0xcbc7b6579fd92d54,"2023-10-23 11:01:34",645,"0",1189,1190,1188,0,0,0,0,28.0,2,0
2,0x9e5d10b1e888a009,"2023-10-23 10:59:33",646,"0",682,683,668,0,0,0,0,19.0,1,0
2,0x9e5d10b1e888a009,"2023-10-23 10:59:33",646,"0",684,685,668,0,0,0,0,12.5,1,0
2,0x805d9a42afc28a2b,"2023-10-23 11:13:30",647,"0",660,661,662,0,0,0,0,56.0,4,0
2,0x19953045864df48f,"2023-10-23 11:05:11",648,"0",749,750,751,0,0,0,0,330.0,3,0
2,0x74375952dde5ccf2,"2023-10-23 11:12:59",649,"0",666,667,668,0,0,0,0,50.0,2,0
2,0x74375952dde5ccf2,"2023-10-23 11:12:59",649,"0",786,787,668,0,0,0,0,18.0,2,0
2,0xcd9ccf614c216fd8,"2023-10-23 11:13:11",650,"0",763,764,704,0,0,0,0,18.0,1,0
2,0x699609e4a23cb9c5,"2023-10-23 11:14:31",651,"0",663,664,665,0,0,0,0,6.5,1,0
2,0x699609e4a23cb9c5,"2023-10-23 11:14:31",651,"0",682,683,668,0,0,0,0,38.0,2,0
2,0x699609e4a23cb9c5,"2023-10-23 11:14:31",651,"0",684,685,668,0,0,0,0,12.5,1,0
2,0xcf5c05271d6a0b0f,"2023-10-23 11:14:35",652,"0",1191,1192,665,0,0,0,0,10.5,1,0
2,0xcf5c05271d6a0b0f,"2023-10-23 11:14:35",652,"0",1193,1194,1176,0,0,0,0,16.0,1,0
2,0xe32c918e926790c1,"2023-10-23 11:40:43",653,"0",689,690,691,0,0,0,0,14.0,1,0
2,0xe32c918e926790c1,"2023-10-23 11:40:43",653,"0",696,697,698,0,0,0,0,19.5,1,1
2,0xe32c918e926790c1,"2023-10-23 11:40:43",653,"0",1195,1196,688,0,0,0,0,19.9,1,0
2,0xe32c918e926790c1,"2023-10-23 11:40:43",653,"0",1197,1198,668,0,0,0,0,21.0,1,0
2,0xe32c918e926790c1,"2023-10-23 11:40:43",653,"0",1199,1200,668,0,0,0,0,7.5,1,0
2,0xb558491ba6064fa7,"2023-10-23 11:50:44",655,"0",666,667,668,0,0,0,0,50.0,2,0
2,0x74375952dde5ccf2,"2023-10-23 12:59:55",656,"0",663,664,665,0,0,0,0,6.5,1,1
2,0x74375952dde5ccf2,"2023-10-23 12:59:55",656,"0",666,667,668,0,0,0,0,50.0,2,1
2,0x74375952dde5ccf2,"2023-10-23 12:59:55",656,"0",786,787,668,0,0,0,0,9.0,1,0
2,0x74375952dde5ccf2,"2023-10-23 12:59:55",656,"0",1211,1212,668,0,0,0,0,32.0,1,0
2,0x94d4071576db4909,"2023-10-23 12:07:47",657,"0",815,1201,1202,0,0,0,0,3.0,1,0
2,0xb6258576daa69d92,"2023-10-23 12:09:42",658,"0",684,685,662,0,0,0,0,12.5,1,0
2,0xcbc7b6579fd92d54,"2023-10-23 12:11:18",659,"0",1203,1204,1179,0,0,0,0,0.5,1,0
2,0x2509017ea560a83c,"2023-10-23 12:23:47",660,"0",1171,1172,1179,0,0,0,0,12.9,2,0
2,0x2509017ea560a83c,"2023-10-23 12:23:47",660,"0",1177,1178,1179,0,0,0,0,9.5,2,0
2,0x2509017ea560a83c,"2023-10-23 12:23:47",660,"0",1180,1181,1179,0,0,0,0,10.0,2,0
2,0x2509017ea560a83c,"2023-10-23 12:23:47",660,"0",1205,1206,1179,0,0,0,0,7.5,2,0
2,0x2509017ea560a83c,"2023-10-23 12:23:47",660,"0",1207,1208,1179,0,0,0,0,10.0,2,0
2,0x2509017ea560a83c,"2023-10-23 12:23:47",660,"0",1209,1210,1179,0,0,0,0,0.6,1,0
2,0xe32c918e926790c1,"2023-10-23 12:55:17",661,"0",689,690,691,0,0,0,0,14.0,1,0
2,0xe32c918e926790c1,"2023-10-23 12:55:17",661,"0",1195,1196,688,0,0,0,0,19.9,1,0
2,0xe32c918e926790c1,"2023-10-23 12:55:17",661,"0",1197,1198,668,0,0,0,0,21.0,1,0
2,0xe32c918e926790c1,"2023-10-23 12:55:17",661,"0",1199,1200,668,0,0,0,0,7.5,1,0
2,0x73769d152b64e03b,"2023-10-23 13:05:58",662,"0",1213,1214,1215,0,0,0,0,18.0,6,0
2,0x73769d152b64e03b,"2023-10-23 13:05:58",662,"0",1216,1217,1215,0,0,0,0,18.0,6,0
2,0x5090fbdc14052211,"2023-10-23 13:13:16",663,"0",1213,1214,1215,0,0,0,0,9.0,3,0
2,0x5090fbdc14052211,"2023-10-23 13:13:16",663,"0",1216,1217,1215,0,0,0,0,9.0,3,0
2,0xf9c349fc8d2264da,"2023-10-23 13:55:32",665,"0",737,1218,1219,0,0,0,0,4.0,1,0
2,0x1af861829a928e55,"2023-10-23 13:59:56",666,"0",682,683,668,0,0,0,0,19.0,1,0
2,0xe3d9a8e63a255bed,"2023-10-23 14:08:10",667,"0",666,667,668,0,0,0,0,25.0,1,0
2,0xf55a340e9481b63d,"2023-10-23 14:39:37",668,"0",740,741,1223,0,0,0,0,11.5,1,0
2,0xf55a340e9481b63d,"2023-10-23 14:39:37",668,"0",1220,1221,1222,0,0,0,0,11.0,1,0
2,0x493d4a562be32b0c,"2023-10-23 14:37:28",669,"0",801,802,759,0,0,0,0,22.5,1,0
2,0x493d4a562be32b0c,"2023-10-23 14:37:28",669,"0",856,857,858,0,0,0,0,10.0,1,0
2,0xac8220d69b5846e7,"2023-10-23 14:56:16",670,"0",740,741,742,0,0,0,0,11.5,1,0
2,0xac8220d69b5846e7,"2023-10-23 14:56:16",670,"0",1220,1224,1222,0,0,0,0,11.0,1,0
2,0xe471e81e400c87d7,"2023-10-23 15:30:22",671,"0",775,776,777,0,0,0,0,7.1,1,0
2,0xe471e81e400c87d7,"2023-10-23 15:30:22",671,"0",1225,1226,1227,0,0,0,0,12.9,1,0
2,0x493d4a562be32b0c,"2023-10-23 15:38:28",672,"0",801,802,759,0,0,0,0,22.5,1,0
2,0x493d4a562be32b0c,"2023-10-23 15:38:28",672,"0",856,857,858,0,0,0,0,10.0,1,0
2,0xf2cc872059c21aca,"2023-10-23 15:56:40",673,"0",686,687,688,0,0,0,0,25.0,1,0
2,0xf2cc872059c21aca,"2023-10-23 15:56:40",673,"0",1228,1229,691,0,0,0,0,6.0,1,0
2,0xf2cc872059c21aca,"2023-10-23 15:56:40",673,"0",1230,1231,662,0,0,0,0,4.0,1,0
2,0x9259473c24d875b0,"2023-10-23 16:05:21",674,"0",1232,1233,793,0,0,0,0,16.0,1,1
2,0x6ce02a7402929f42,"2023-10-23 16:10:56",675,"0",1234,1235,1222,0,0,0,0,14.0,5,0
2,0x699609e4a23cb9c5,"2023-10-23 16:23:05",676,"0",663,664,665,0,0,0,0,6.5,1,0
2,0x699609e4a23cb9c5,"2023-10-23 16:23:05",676,"0",666,667,668,0,0,0,0,25.0,1,0
2,0x699609e4a23cb9c5,"2023-10-23 16:23:05",676,"0",674,675,662,0,0,0,0,25.0,2,0
2,0xeb3cb36b52205014,"2023-10-23 16:39:24",678,"0",811,812,745,0,0,0,0,25.8,1,0
